Ciqual  AGB,Ciqual  code,Groupe d'aliment,Sous-groupe d'aliment,Nom Français,LCI Name,Ingredients,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux
39700,39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",Jaune d'œuf,0.047223296,0.26121611,1.2148365e-8,0.027158911,0.00072068386,5.2396359e-8,8.3274823e-9,3.2620693e-10,0.0075158127,0.000068172794,0.0016442445,0.03288638,7.1654348,20.835926,0.38624864,1.4780016,9.290041e-7
39700,39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",Lait demi-écremé,0.080316402,0.85541244,2.3277811e-8,0.044873644,0.0013579163,6.4239627e-8,2.0153854e-8,5.4653695e-10,0.0094749248,0.000091752767,0.0030504024,0.041062514,9.5951358,51.546054,0.26856166,2.4380899,0.0000019443531
39700,39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",Sucre blanc,0.012908852,0.0582783,4.4097817e-9,0.0035232812,0.00022981856,1.3113699999999998e-8,8.2723656e-10,4.7953637000000006e-11,0.0018870156,0.000015669221,0.00060324504,0.0080484417,0.93523836,3.5837094,0.24803254,0.58849083,4.8493056e-7
39700,39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",Autres étapes,0.078335653,0.5759206,1.36242062e-7,0.68620044,0.0015301102799999996,2.7883775799999998e-8,9.362021299999998e-9,3.3302342e-10,0.0026803284,0.000097001062,0.00130330957,0.0080016987,5.87158891,5.0017792,0.314677882,21.044037,0.000005180852139999999
25620,25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé","Guacamole, prepacked",Avocat,0.21397982,0.79850264,6.8717671e-8,0.032658617,0.0035489015,3.8488614e-8,4.493135e-8,5.5236974e-10,0.0066074208,0.00016246088,0.0062890970000000004,0.020558559,12.390652,57.938201,16.416034,6.3408109,0.0000087621355
25620,25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé","Guacamole, prepacked",Jus de citron,0.025954473999999998,0.08080277,9.480487099999998e-9,0.008142946,0.00045235083,9.2106801e-9,2.9736499e-9,1.171631e-10,0.0013261912,0.000021344303,0.0003056646,0.00524016,9.2412967,10.990409,1.5250216,0.95483968,8.086824299999999e-7
25620,25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé","Guacamole, prepacked",Oignons,0.010544267,0.037649071,5.40197e-9,0.0091265106,0.0001728499,3.3310952e-9,1.2942178e-9,5.2273971e-11,0.00042463735,0.000010594496,0.0004786023,0.0015585539,0.88124205,3.8171012,0.63128008,0.52647827,5.8067622e-7
25620,25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé","Guacamole, prepacked",Autres étapes,0.075000707,0.55117763,1.2984475699999997e-7,0.66006461,0.0014573189,2.65767994e-8,8.882391999999999e-9,3.1687382e-10,0.0025493527,0.000091820618,0.00123761674,0.007591763099999999,5.71317573,4.7624331,0.299493354,20.1789746,0.0000049805355900000006
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",Piment,0.05961321,0.63014454,3.6308367e-8,0.067819721,0.0018807197000000001,2.5648115e-8,8.8790309e-9,2.1983933e-10,0.0033494785,0.00021818596,0.0013229851,0.0081296437,4.3518256,4.2394616,0.9750916,7.0843768,0.0000034893163999999996
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",Ail,0.004133724300000001,0.012244883,2.1303142e-9,0.0042084819,0.000058645937,1.0858652999999998e-9,4.5908076e-10,1.9552084e-11,0.0001382615,0.0000037240111,0.00017742798,0.00046909418,0.2727263,1.5557214,0.27235234,0.21295999,2.4850361e-7
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",Huile d'olive,0.14609656999999998,0.1911224,5.4291434e-8,0.035183761,0.0027425431,8.1355978e-8,6.3112793e-8,1.2874090000000003e-9,0.011618564,0.00015907886000000003,0.005355035600000001,0.048542684,17.177115,167.19864,5.9910854,5.299359,0.0000058312182
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",Sel,0.0022937337,0.01478344,9.7935778e-10,0.0016344565,0.000058748766,1.0559469e-9,4.7033013e-10,2.1997448e-11,0.00010895005,0.0000077629222,0.000025002694,0.00021822531,0.11911438,0.10993801,0.0083398116,0.17979498,7.2073402e-7
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",Autres étapes,0.078335653,0.5759206,1.36242062e-7,0.68620044,0.0015301102799999996,2.7883775799999998e-8,9.362021299999998e-9,3.3302342e-10,0.0026803284,0.000097001062,0.00130330957,0.0080016987,5.87158891,5.0017792,0.314677882,21.044037,0.000005180852139999999
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",Origan,0.06625998899999999,0.18208229,1.2574297999999998e-8,0.0068837074,0.00090768428,3.66423e-8,6.0446279e-9,3.408535e-10,0.0051411393,0.000072658644,0.0028720628,0.021945147,2.9826951,26.342037,3.953713,1.563535,0.0000019879463
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",Herbes de Provence,0.13914598,0.3823728,2.6406025e-8,0.014455785,0.001906137,7.6948831e-8,1.2693719e-8,7.1579234e-10,0.010796393,0.00015258315,0.006031332000000001,0.046084809,6.2636597,55.318277,8.3027974,3.2834235,0.0000041746872
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",Romarin,0.06294699000000001,0.17297817,1.1945583e-8,0.006539522,0.00086230007,3.4810185e-8,5.7423965e-9,3.238108200000001e-10,0.0048840823,0.000069025711,0.0027284597,0.02084789,2.8335603,25.024935,3.7560274,1.4853583,0.0000018885489999999999
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",Thym,0.06625998899999999,0.18208229,1.2574297999999998e-8,0.0068837074,0.00090768428,3.66423e-8,6.0446279e-9,3.408535e-10,0.0051411393,0.000072658644,0.0028720628,0.021945147,2.9826951,26.342037,3.953713,1.563535,0.0000019879463
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",Autres étapes,0.06701566099999999,0.64237364,1.0401799e-7,0.13453839,0.0024126093,7.2990689e-8,7.7118905e-9,2.9530645e-10,0.0050132313,0.000091322398,0.00076885696,0.0085942269,3.4481486,6.6246886,0.13982561,10.803908,0.0000044325568
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Pois chiches,0.031569143,0.19129528,2.6654761e-8,0.011581316,0.0013158074,7.6741764e-9,2.1711835e-9,5.0816542e-10,0.0020208633,0.00010022989,0.0036811989,0.0067317117,6.1395032,49.73951,0.26197792,1.4879756,5.8062234e-7
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Ail,0.0010166953,0.0030116463,5.2395379e-10,0.0010350821,0.000014424051,2.670701e-10,1.1291156e-10,4.8088627e-12,0.000034005612,9.159258e-7,0.000043638662,0.00011537438,0.06707742,0.38263189,0.066985444,0.052377812,6.1119816e-8
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Jus de citron,0.015138651000000001,0.047130408,5.529751399999999e-9,0.0047495943,0.0002638459,5.3723791e-9,1.7344619999999998e-9,6.8338559e-11,0.000773537,0.000012449644,0.00017828717,0.0030564656,5.3902371,6.4104542,0.88951023,0.55693616,4.7168598e-7
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Huile d'olive,0.02258224,0.029541912,8.391861599999999e-9,0.0054383763,0.00042391663,1.2575245e-8,9.7553847e-9,1.9899563000000003e-10,0.0017958888,0.000024588921000000002,0.00082773127,0.0075032736,2.6550776,25.844,0.92604588,0.8191253,9.013351199999999e-7
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Graine de sésame,0.030030241000000003,0.13157611,1.2655598999999999e-8,0.0041519571,0.00077449118,2.3941570999999996e-8,8.7815583e-9,3.7883485e-10,0.0036819494,0.00008449342800000002,0.0026932411,0.015708292,1.0964463,35.529759,0.091818291,0.99734339,0.0000011211895
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,Autres étapes,0.075167242,0.55133044,1.2985508600000001e-7,0.6601198699999999,0.00145783295,2.6585077300000003e-8,8.890695199999999e-9,3.17522e-10,0.0025502125000000002,0.000091932038,0.00123778269,0.0075933375,5.71381515,4.7630615,0.319669175,20.181629100000002,0.0000049813
11008,11008,aides culinaires et ingrédients divers,sauces,Ketchup,Ketchup,Oignons,0.0093120024,0.033249179,4.770664e-9,0.008059933,0.00015264965000000004,2.9418039e-9,1.1429679e-9,4.6164928e-11,0.00037501174,0.0000093563611,0.00042267003,0.0013764121,0.77825493,3.3710124,0.55750498,0.46495093,5.1281499e-7
11008,11008,aides culinaires et ingrédients divers,sauces,Ketchup,Ketchup,Vin rouge,0.014793361,0.088182129,1.5006833e-8,0.020890469,0.00044095961,8.740559899999999e-9,9.3765508e-9,1.8698386e-10,0.00079429789,0.000025008056,0.00052485143,0.0022239403,1.2356089,8.5716331,0.020476004,1.4006464,0.0000024326770999999995
11008,11008,aides culinaires et ingrédients divers,sauces,Ketchup,Ketchup,Tomate,0.027328974000000002,0.17172027,2.3319304999999997e-8,0.027957002,0.00059537827,1.1479669e-8,8.479868e-9,2.4524963e-10,0.0013389539,0.0000238976,0.00069092091,0.0048409498,1.3320587,-2.2104571,1.10157,2.9142997,0.0000017901033
11008,11008,aides culinaires et ingrédients divers,sauces,Ketchup,Ketchup,Sucre blanc,0.017021406,0.076844838,5.8146679e-9,0.0046457424,0.0003030351,1.7291515999999998e-8,1.0907808999999997e-9,6.3230902e-11,0.0024881888,0.000020661186,0.0007954293,0.010612547,1.2331904,4.7254221,0.32705176,0.77597463,6.3942172e-7
11008,11008,aides culinaires et ingrédients divers,sauces,Ketchup,Ketchup,Autres étapes,0.078335653,0.5759206,1.36242062e-7,0.68620044,0.0015301102799999996,2.7883775799999998e-8,9.362021299999998e-9,3.3302342e-10,0.0026803284,0.000097001062,0.00130330957,0.0080016987,5.87158891,5.0017792,0.314677882,21.044037,0.000005180852139999999
11054,11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),Huile combinée (mélange d'huile d'olive et d'huile de graines),0.32094826,1.912446,1.8271661999999998e-7,0.12635451,0.0073896044,2.0483608999999998e-7,1.2980334e-7,3.7912247e-9,0.027737011,0.00053837012,0.018401804,0.12486005,41.3966,328.5775,3.8432833,15.941491,0.000011762884999999998
11054,11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),Jaune d'œuf,0.060867836,0.33669102,1.5658473e-8,0.035006115,0.00092891582,6.753558699999999e-8,1.0733597e-8,4.2046005e-10,0.0096874062,0.000087870412,0.002119327,0.04238846,9.2357914,26.856188,0.49785002,1.9050504,0.0000011974274
11054,11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),Moutarde,0.01843312,0.085712457,1.0154496999999999e-8,0.039885671,0.00038251672000000006,9.7543696e-9,7.220607699999999e-9,2.4293195e-10,0.0012723317,0.000035907006,0.00092416925,0.0053161554,2.2337521,18.24821,0.29270776,1.5587108,8.8939021e-7
11054,11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),Vin rouge,0.016793484,0.10010471,1.7035817999999996e-8,0.023714946,0.00050057915,9.922319199999999e-9,1.0644298999999999e-8,2.1226484e-10,0.00090169021,0.000028389247,0.00059581349,0.0025246261,1.4026682,9.7305529,0.023244444,1.5900195,0.000002761585
11054,11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),Autres étapes,0.078335653,0.5759206,1.36242062e-7,0.68620044,0.0015301102799999996,2.7883775799999998e-8,9.362021299999998e-9,3.3302342e-10,0.0026803284,0.000097001062,0.00130330957,0.0080016987,5.87158891,5.0017792,0.314677882,21.044037,0.000005180852139999999
11079,11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",Huile combinée (mélange d'huile d'olive et d'huile de graines),0.32094826,1.912446,1.8271661999999998e-7,0.12635451,0.0073896044,2.0483608999999998e-7,1.2980334e-7,3.7912247e-9,0.027737011,0.00053837012,0.018401804,0.12486005,41.3966,328.5775,3.8432833,15.941491,0.000011762884999999998
11079,11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",Jaune d'œuf,0.060867836,0.33669102,1.5658473e-8,0.035006115,0.00092891582,6.753558699999999e-8,1.0733597e-8,4.2046005e-10,0.0096874062,0.000087870412,0.002119327,0.04238846,9.2357914,26.856188,0.49785002,1.9050504,0.0000011974274
11079,11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",Moutarde,0.01843312,0.085712457,1.0154496999999999e-8,0.039885671,0.00038251672000000006,9.7543696e-9,7.220607699999999e-9,2.4293195e-10,0.0012723317,0.000035907006,0.00092416925,0.0053161554,2.2337521,18.24821,0.29270776,1.5587108,8.8939021e-7
11079,11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",Vin rouge,0.016793484,0.10010471,1.7035817999999996e-8,0.023714946,0.00050057915,9.922319199999999e-9,1.0644298999999999e-8,2.1226484e-10,0.00090169021,0.000028389247,0.00059581349,0.0025246261,1.4026682,9.7305529,0.023244444,1.5900195,0.000002761585
11079,11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",Autres étapes,0.078335653,0.5759206,1.36242062e-7,0.68620044,0.0015301102799999996,2.7883775799999998e-8,9.362021299999998e-9,3.3302342e-10,0.0026803284,0.000097001062,0.00130330957,0.0080016987,5.87158891,5.0017792,0.314677882,21.044037,0.000005180852139999999
20916,20916,aides culinaires et ingrédients divers,ingrédients divers,Miso,Miso,Haricot mungo,0.026764156,0.18322871,1.5124906e-8,0.0089503078,0.00078383794,4.958655299999999e-9,1.2116825999999998e-8,5.1624636e-10,0.00080739451,0.000058513754,0.0035985324,0.0030952071,3.6544595,52.707706,0.017038644,1.2065295,0.0000012291442
20916,20916,aides culinaires et ingrédients divers,ingrédients divers,Miso,Miso,Riz non décortiqué,0.17710822999999998,0.44643152,2.0286779e-8,0.0087773615,0.0016156418,3.0975618e-8,1.3007694e-7,2.4309148e-10,0.0052510392,0.000089326677,0.0040519518,0.020348664,11.162393,11.826341,14.830886,2.6247461,0.0000024621825
20916,20916,aides culinaires et ingrédients divers,ingrédients divers,Miso,Miso,Sel,0.0029365341000000002,0.018926379,1.2538148999999997e-9,0.0020924997,0.000075212634,1.3518675e-9,6.021363599999999e-10,2.8162055000000003e-11,0.00013948242,0.0000099384185,0.000032009497,0.00027938119,0.15249523,0.14074725,0.010676977,0.23018107,9.2271392e-7
20916,20916,aides culinaires et ingrédients divers,ingrédients divers,Miso,Miso,Autres étapes,0.056860341,0.39934042999999997,5.9508628e-8,0.515938909,0.00109462021,2.8156867299999998e-8,7.1697097e-9,2.3524601e-10,0.00216224586,0.000090399458,0.0013005482799999999,0.0069783402000000005,2.31201926,9.0590014,0.17555253399999998,15.2733674,0.0000023214053100000003
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Miel,0.018106657999999998,0.11722486,1.8272757e-8,0.009620215,0.00053398985,1.6695765e-8,4.6662062e-9,1.2188785e-10,0.0021057235,0.000024530343,0.00050274663,0.0084519736,1.3561671,4.180309,0.19653174,1.5352527,9.6290343e-7
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Huile d'olive,0.078075901,0.10213829,2.9014045999999996e-8,0.018802658,0.0014656506,4.3477689e-8,3.3728294e-8,6.8800805e-10,0.0062091109,0.000085013803,0.0028618004,0.025941839,9.1796729,89.353117,3.2017136,2.8320461,0.0000031162785999999996
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Vin rouge,0.029624461,0.17658921,3.0051948e-8,0.041834231,0.00088304411,1.7503417e-8,1.8777021e-8,3.7444472e-10,0.001590622,0.00005007990800000001,0.0010510418,0.0044535539,2.4743698,17.165133,0.041004244,2.8048659,0.00000487156
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Graines de tournesol,0.073831837,0.50201603,3.388261999999999e-8,0.01974961,0.0015344612,3.3644909e-8,3.1915963999999995e-8,1.7655753e-9,0.0044588825,0.00026691897,0.0060202695,0.021732752,14.030395,115.56505,0.27268831,2.341232,0.0000014105064
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Farine de blé,0.0099225189,0.0703186,4.497522999999999e-9,0.0072637037,0.00021367344,7.080791699999999e-9,8.9242703e-10,1.1683004e-10,0.0010933605,0.000016172263,0.00073597488,0.0047210365,1.4084232,9.5719182,0.031865727,0.49914258,3.3192526e-7
11013,11013,aides culinaires et ingrédients divers,condiments,Moutarde,Mustard,Autres étapes,0.104997857,0.85864366,1.3074065499999999e-7,0.56583508,0.00302908367,8.936106739999999e-8,1.30679355e-8,4.3860475999999997e-10,0.006711323,0.000128787383,0.00177155087,0.0137689312,4.63806534,10.2627208,0.23862614199999999,22.083597,0.00000577318083
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Huile combinée (mélange d'huile d'olive et d'huile de graines),0.061239431,0.3649096,3.4863756e-8,0.024109427,0.0014099942000000002,3.908432399999999e-8,2.476749e-8,7.2339525e-10,0.0052924381,0.00010272522,0.0035112078,0.023824271,7.8987942,62.695149,0.73332843,3.0417608,0.0000022444502
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Miel,0.0064447425,0.041724103,6.503862499999999e-9,0.0034241443,0.00019006419,5.9425602999999995e-9,1.6608531e-9,4.3383812e-11,0.00074949479,0.000008731138900000002,0.00017894371000000002,0.0030083296,0.48270355,1.4879066,0.069951976,0.54644587,3.4272834e-7
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Vin rouge,0.057173323,0.34080593,5.7998346e-8,0.080737401,0.0017042189,3.378048e-8,3.6238455e-8,7.2265446e-10,0.0030697992,0.000096651033,0.0020284437,0.0085950753,4.7753761,33.127613,0.079135579,5.4132126,0.0000094018006
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Graines de tournesol,0.072332714,0.49182281,3.3194648e-8,0.019348603,0.0015033046000000002,3.2961762999999995e-8,3.1267924e-8,1.7297261e-9,0.0043683468,0.0002614993,0.0058980306,0.021291478,13.745513,113.21855,0.26715149,2.2936942,0.0000013818667
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Farine de blé,0.0061880436,0.043853236,2.8048189e-9,0.0045299097,0.00013325453,4.4158392e-9,5.5654995e-10,7.2859463e-11,0.00068185936,0.000010085611000000002,0.0004589807,0.00294421,0.87834395,5.9693963,0.019872626,0.31128346,2.0700066e-7
11021,11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,"Mustard, with grains",Autres étapes,0.10497099600000001,0.85861901,1.30738989e-7,0.56582617,0.00302900076,8.93597322e-8,1.3066596299999999e-8,4.385002e-10,0.0067111843,0.000128769411,0.0017715241100000002,0.0137686773,4.6379622099999995,10.2626195,0.23537181499999998,22.083168,0.0000057730575300000006
13147,13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",Anchois,0.007821710300000001,0.050537121,1.1359494e-8,0.0030967434,0.00079125873,8.403282999999998e-9,4.2638392e-10,3.0827422e-11,0.0011082911,0.0000034373914,0.00027492436,0.0030035477,0.24845566,0.22999761,0.0023520315,0.67950451,6.150476599999999e-7
13147,13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",Olives,0.03630646,0.018354015,1.3427858e-8,0.0072798423,0.00065135687,1.7416268e-8,1.4151104e-8,3.1490625e-10,0.0024416011,0.000025460046,0.0012680245,0.010161574,4.6277002,43.245578,1.8255339,1.2672692,0.0000014739428
13147,13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",Sel,0.0013143210999999998,0.0084709861,5.6117699e-10,0.00093655187,0.000033663342,6.050629499999999e-10,2.6950156e-10,1.260465e-11,0.000062428933,0.000004448194,0.000014326671000000002,0.00012504421,0.068253149,0.062995041,0.0047787545,0.10302344,4.1298426999999996e-7
13147,13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",Autres étapes,0.08591604693999999,0.81651043333,1.40524673234e-7,0.260782846548,0.00312895009428,8.1285094115e-8,9.311421677999999e-9,3.8071606282000003e-10,0.0058901882366,0.00011199911639000001,0.00102325018309,0.0112900634604,4.226248426330001,7.25486892561,0.167034669,14.9795361311,0.00000604751510273
25525,25525,aides culinaires et ingrédients divers,aides culinaires,"Pizza, sauce garniture pour",Topping sauce for pizza,Huile d'olive,0.047437025,0.062056748,1.7628231e-8,0.011424039,0.00089049375,2.641599e-8,2.0492493999999998e-8,4.1801701e-10,0.0037725052,0.000051652326,0.0017387606,0.015761633,5.5773467,54.288788,1.9452836,1.7206826,0.0000018933753
25525,25525,aides culinaires et ingrédients divers,aides culinaires,"Pizza, sauce garniture pour",Topping sauce for pizza,Oignons,0.0027581263999999998,0.0098480902,1.4130252999999998e-9,0.0023872754,0.000045213372,8.713342799999999e-10,3.3853621999999996e-10,1.3673612000000002e-11,0.00011107491,0.000002771265,0.00012519084,0.00040768017,0.2305117,0.99846176,0.16512767,0.13771404,1.5189091e-7
